kind,id,doc,file,occurrences,first_line,sample_lines
computeCamel,computeConcentrationGini,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第六章-与现有体系对齐-v1-0-20260714.md",1,212,"212"
computeCamel,computeResourceMisallocation,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第六章-与现有体系对齐-v1-0-20260714.md",1,213,"213"
computeCamel,computeRevenueGrowth,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第六章-与现有体系对齐-v1-0-20260714.md",1,214,"214"
computeCamel,computeUnitEconomics,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第六章-与现有体系对齐-v1-0-20260714.md",1,215,"215"
computeCamel,computeValueCapture,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第六章-与现有体系对齐-v1-0-20260714.md",1,216,"216"
computeCamel,computeBModelCoherence,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第六章-与现有体系对齐-v1-0-20260714.md",2,217,"217,234"
E,E-01,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",7,56,"56,58,83,109,659,660"
E,E-04,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",3,56,"56,100,317"
E,E-02,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,73,"73,109"
E,E-03,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,86,"86"
E,E-23,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",3,96,"96,219,363"
E,E-33,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",4,96,"96,490,508,673"
E,E-19,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",3,109,"109,305,307"
E,E-05,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",4,113,"113,115,135,662"
E,E-12,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,113,"113,210"
E,E-37,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",4,122,"122,566,568,674"
E,E-06,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,126,"126,663"
E,E-07,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,139,"139,664"
E,E-25,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",5,150,"150,206,219,392,670"
E,E-38,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,150,"150,581"
E,E-08,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,154,"154,665"
E,E-09,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,169,"169"
E,E-10,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,182,"182"
E,E-34,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,192,"192,522"
E,E-11,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,196,"196"
E,E-13,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,223,"223,225"
E,E-18,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,223,"223,292"
E,E-14,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,238,"238,666"
E,E-15,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,251,"251"
E,E-16,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,266,"266,667"
E,E-17,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,279,"279,668"
E,E-29,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",3,305,"305,448,671"
E,E-20,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,321,"321"
E,E-21,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,335,"335"
E,E-28,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,345,"345,434"
E,E-22,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,349,"349,669"
E,E-24,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,378,"378"
E,E-26,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,406,"406"
E,E-27,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,420,"420"
E,E-30,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",3,464,"464,466,672"
E,E-36,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,464,"464,550"
E,E-31,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,480,"480,518"
E,E-32,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,494,"494"
E,E-35,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,536,"536"
E,E-42,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",3,566,"566,639,676"
E,E-39,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,595,"595"
E,E-40,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",2,609,"609,675"
E,E-41,AD01,"docs/synova/research/权威文档01-本体层因果体系权威规范-20260714/SYNOVA-RESEARCH-第四章-边节点映射矩阵-v1-0-20260714.md",1,624,"624"
E,E-01,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-研究方案-v3-0-20260722.md",1,92,"92"
E,E-02,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",2,148,"148,154"
E,E-01,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,153,"153"
E,E-13,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,198,"198"
E,E-15,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,199,"199"
E,E-05,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,224,"224"
E,E-06,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,225,"225"
E,E-09,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,226,"226"
E,E-14,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,227,"227"
E,E-24,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,228,"228"
E,E-30,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,229,"229"
E,E-31,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,230,"230"
E,E-33,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",3,231,"231,297,310"
E,E-37,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,232,"232"
E,E-38,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,233,"233"
E,E-36,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",2,297,"297,311"
E,E-21,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,361,"361"
E,E-17,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,362,"362"
CC,CC-DATA-01,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,226,"226"
CC,CC-ORG-01,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,227,"227"
CC,CC-MARKET-01,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",2,229,"229,230"
CC,CC-MARKET-02,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,231,"231"
CC,CC-ORG-02,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,233,"233"
sentinelKebab,sentinel-breakeven,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",2,27,"27,344"
sentinelKebab,sentinel-operating-leverage,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",2,27,"27,346"
sentinelKebab,sentinel-margin-trend,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,27,"27"
sentinelKebab,sentinel-price-elasticity,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,27,"27"
sentinelKebab,sentinel-operating-,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,344,"344"
sentinelKebab,sentinel-org-trust,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,361,"361"
sentinelKebab,sentinel-agency-cost,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,362,"362"
sentinelKebab,sentinel-goal-delay,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第一章-方向有效性监测引擎-v1-0-20260722.md",1,363,"363"
E,E-03,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",9,97,"97,377,415,426,428,454"
E,E-23,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,126,"126"
E,E-34,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,126,"126"
E,E-38,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",2,127,"127,569"
E,E-01,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",7,374,"374,377,413,426,428,454"
E,E-02,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",5,377,"377,414,426,428,454"
E,E-04,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",5,377,"377,416,426,428,454"
E,E-28,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,568,"568"
E,E-05,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,631,"631"
E,E-37,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,720,"720"
computeCamel,computeNCI,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",3,132,"132,830,834"
computeCamel,computeSTMIndex,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",2,205,"205,831"
computeCamel,computeUrgencyFactor,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,270,"270"
computeCamel,computeNCIVacuum,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",2,307,"307,832"
computeCamel,computeODC,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",2,534,"534,835"
computeCamel,computeExecutionMomentum,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,536,"536"
computeCamel,computeStructuralRedundancy,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,539,"539"
computeCamel,computeTalentDensity,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,542,"542"
computeCamel,computeDataReadiness,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第三章-NCI子模块-v1-0-20260722.md",1,545,"545"
E,E-03,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第二章-四个感知断裂点检测-v1-0-20260722.md",6,191,"191,207,208,237,263,724"
computeCamel,computeMetricChange,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第二章-四个感知断裂点检测-v1-0-20260722.md",1,353,"353"
E,E-23,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",5,16,"16,20,334"
E,E-03,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",5,17,"17,18"
E,E-01,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",3,18,"18"
E,E-04,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",2,18,"18"
E,E-02,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,18,"18"
E,E-05,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",4,19,"19,334"
E,E-28,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",3,21,"21"
E,E-34,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",4,22,"22"
E,E-37,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",4,23,"23,334"
E,E-38,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",4,24,"24,334"
E,E-09,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,334,"334"
E,E-13,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,334,"334"
E,E-30,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,334,"334"
computeCamel,computeBaseline,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,404,"404"
computeCamel,computeNCI,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,448,"448"
computeCamel,computeNCIVacuum,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,448,"448"
computeCamel,computeSTMIndex,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,456,"456"
computeCamel,computeUrgencyFactor,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,456,"456"
computeCamel,computeODC,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第五章-与现有体系对齐-v1-0-20260722.md",1,471,"471"
E,E-23,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第四章-02与03的诊断流程接口-v1-0-20260722.md",2,93,"93,147"
E,E-30,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第四章-02与03的诊断流程接口-v1-0-20260722.md",2,93,"93,147"
E,E-37,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第四章-02与03的诊断流程接口-v1-0-20260722.md",2,93,"93,147"
E,E-13,AD02,"docs/synova/research/权威文档02-方向有效性监测引擎-20260722/SYNOVA-RESEARCH-第四章-02与03的诊断流程接口-v1-0-20260722.md",1,147,"147"
E,E-13,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",12,16,"16,19,61,63,78,81"
E,E-23,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",13,16,"16,19,61,63,78,81"
E,E-37,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",3,16,"16,122,212"
E,E-33,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",8,32,"32,35,108,149,151,236"
E,E-36,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",7,32,"32,35,48,149,203,212"
E,E-31,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",6,32,"32,48,50,191,260,311"
E,E-25,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,48,"48,50"
E,E-30,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",7,61,"61,108,135,138,287,308"
E,E-19,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",5,163,"163,165,230,275,305"
E,E-16,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",3,177,"177,180,245"
E,E-17,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",3,177,"177,180,242"
E,E-02,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,191,"191,221"
E,E-18,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",1,191,"191"
E,E-01,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",4,203,"203,221,269,272"
E,E-32,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,218,"218,287"
E,E-09,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,224,"224,323"
E,E-03,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,227,"227,272"
E,E-24,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,230,"230,320"
E,E-05,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",1,233,"233"
E,E-06,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",1,233,"233"
E,E-29,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",6,239,"239,281,296,314,317,320"
E,E-15,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",5,239,"239,251,284,299,302"
E,E-28,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",1,248,"248"
E,E-38,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,251,"251,302"
E,E-20,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,254,"254,290"
E,E-34,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",1,257,"257"
E,E-14,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,263,"263,278"
E,E-04,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,266,"266,317"
E,E-22,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",2,275,"275,293"
ND,ND-001,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",4,13,"13,58,75,91"
ND,ND-006,AD03,"docs/synova/research/权威文档03-哨兵-计算-本体-权威规范-20260710/SYNOVA-RESEARCH-第一章-哨兵规范-20260710.html",4,13,"13,58,75,91"
